集会时间,集会名称,集会口号,集会描述,来源,事件时间,详情描述,激烈程度,事件来源,prefecture_name,district,地址,longitude,latitude,人数,角色
2019-12-02 00:15:12,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,数十名市民、义务急救员，在旺角小米被警察截查，逐一检查身份证和搜袋。其后全部人获放行。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区创兴广场,114.174714,22.313579,0,警方
2019-12-01 22:17:45,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,黄埔的防暴警察在撤退期间，一度发射布袋弹，现场留下一枚已爆开的布袋弹。,3,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区吴淞大楼,114.175048,22.302806,0,警方
2019-12-01 20:06:28,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,黑衣示威者进入吉野家，大肆破坏。,3,https://www.police.gov.hk,九龙半岛,油尖旺区,吉野家,113.980481,22.38894,0,示威暴动者
2019-12-01 17:46:24,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,黑衣人在红隧天桥上集结叫口号及照射激光光，有直升机盘旋。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,红隧天桥,114.180379,22.277335,0,示威暴动者
2019-12-01 17:06:09,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,示威者在红隧行政大楼旁边的梳士巴利道一段路，架设路障。,3,https://www.police.gov.hk,九龙半岛,油尖旺区,红隧行政大楼旁边的梳士巴利道,114.040612,22.443386,0,示威暴动者
2019-12-01 21:50:17,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,防暴警在黄埔花园十字路口发射最少6发催泪弹，当中有部份催泪弹射上行人天桥，行人天桥布满大量白烟。之后警方再向德安街方向发射一枚催泪弹入黄埔花园范围。立法会议员许智_在现场叫警方不要使用武力，警方未有理会。在场女指挥官以扩音器叫现场人士不要以激光笔「攻击警察」。,4,https://www.police.gov.hk,九龙半岛,油尖旺区,黄埔花园,114.163825,22.276284,0,警方
2019-12-01 16:49:54,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,在弥敦道的警方突推前防线，并一度向梳士巴利道的人群施放胡椒球弹。,4,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区弥敦道康乐大楼(弥敦道),114.175936,22.308509,0,警方
2019-12-01 21:33:04,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,黄埔部分示威者转至民泰街聚集，现场有人燃烧杂物堵路，弥敦道一带交通被堵塞，车辆不能通往深水_及尖沙咀方向。,3,https://www.police.gov.hk,九龙半岛,油尖旺区,黄埔民泰街,114.222919,22.283796,0,示威暴动者
2019-12-01 16:13:23,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,游行队伍龙头抵达终点红馆，有不少游行人士留低观望。部份已到达终点的游行人士，于梳士巴利道外、红隧海底行政大楼附近与警察对峙，双方相隔约200米。,,https://www.police.gov.hk,九龙半岛,油尖旺区,红馆；梳士巴利道外、红隧海底行政大楼,114.168228,22.32174,0,示威暴动者
2019-12-01 18:40:13,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,防暴警察于黄埔德民街设封锁线，大批防暴警察往前向黄埔天地进发，并举蓝旗。其后有市民「问候」警员，双方口角。,1,https://www.police.gov.hk,九龙半岛,九龙城区,香港特别行政区九龙城区乐华楼,114.193313,22.303151,0,警方
2019-12-01 21:33:53,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,有多架警车驶至，逾廿名防暴警察于内街戒备。另外，登打士街有超过50名防暴警员戒备，,1,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区加连威老道41B2号恒运大厦,114.17963,22.297467,50,警方
2019-12-01 21:24:12,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,黄埔一男一女遭私了，现场有人劝止，二人暂离开。,2,https://www.police.gov.hk,九龙半岛,油尖旺区,油尖旺区黄埔,114.184961,22.302117,0,示威暴动者
2019-12-01 17:58:45,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,防暴警察于红_畅运道设防线戒备，防止示威者占领红隧上方要塞。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区顺风道红_站,114.186364,22.300984,0,警方
2019-12-01 16:28:09,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,红馆游行终点位置通往红_港铁站行人隧道位置，有人于墙身喷上「12.8维园见」。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,红_港铁站,114.143768,22.281328,0,示威暴动者
2019-12-01 19:30:09,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,尖沙嘴「毋忘初心大游行」发起人Swing于下午7时会见传媒，解释发起活动原因，是希望在区议会小胜后，唤回香港人的初心－－「五大诉求，缺一不可」。另外，自言没金主支持、政治背景，身为「连登素人」的他，希望证明人人皆可入纸申请举办游行。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区尖沙咀(地铁站)国际广场购物中心,114.17719,22.294678,0,示威暴动者
2019-12-02 00:31:55,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,旺角弥敦道有示威者燃烧杂物，,2,https://www.police.gov.hk,九龙半岛,油尖旺区,旺角弥敦道,114.174615,22.316657,0,示威暴动者
2019-12-01 15:10:17,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,由于尖沙咀聚集的人流太多，大会呼吁往海旁分流等侯。,,https://www.police.gov.hk,九龙半岛,油尖旺区,尖沙咀,114.11884,22.368505,1000,示威暴动者
2019-12-01 16:51:49,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,在附近天桥上，有示威者举伞组成伞阵。,2,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区么地道行人天桥尖沙咀置业集团有限公司,114.182367,22.294626,0,示威暴动者
2019-12-01 16:03:41,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,部份示威者改道梳士巴利道、红_绕道向前行.,,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区康庄道1号香港消防处总部大厦,114.184975,22.297513,0,示威暴动者
2019-12-01 18:16:17,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,警方防暴警推进到尖沙嘴警署附近。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区九龙公园,114.17532,22.297894,0,警方
2019-12-01 19:08:49,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,近百防暴已推进至黄埔德安街十字路口，设封锁线。,1,https://www.police.gov.hk,九龙半岛,九龙城区,香港特别行政区九龙城区黄埔花园青桦苑,114.195571,22.300802,100,警方
2019-12-01 14:04:40,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,游行队伍龙头已行到下亚厘毕道休憩处。,,https://www.police.gov.hk,香港岛,中西区,下亚厘毕道,114.0264,22.417676,0,示威暴动者
2019-12-01 16:09:38,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,游行队伍龙头已接近游行终点红_体育馆位置，不少游行人士高呼「12.8维园见」，意指民阵正筹备的集会。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,红_体育馆,114.232567,22.308386,0,示威暴动者
2019-12-01 19:21:03,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,在黄埔，防暴警察突趋前称「你_冲击我_」，刚连任的黄埔区议员邝葆贤在场交涉，「无人冲击你_，系你自己突然冲前」，要求防暴警察后撤。,1,https://www.police.gov.hk,九龙半岛,九龙城区,香港特别行政区九龙城区黄埔花园青桦苑,114.195753,22.301325,0,警方
2019-12-01 17:09:38,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,尖东站K出入口已落闸。,,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区讯号山花园,114.163825,22.276284,0,市民
2019-12-01 23:26:47,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,警方要求全部记者后撤，又大声向传媒称「垃圾记者」，亦有防暴警指骂记者：「面系人_畀，假系人_丢」，又疑似爆粗。该警员又向记者称「见到有人破坏港铁站都唔尽责任！」有记者反驳传媒已尽责拍摄情况，之后该警又说：「公民责任呢？」随后后排警员将该名警员拉走。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,港铁站,114.170029,22.277348,0,警方
2019-12-01 18:00:17,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,防暴警察于红_畅运道设防线戒备，防止示威者占领红隧上方要塞。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区顺风道红_站,114.186364,22.300984,0,警方
2019-12-01 16:03:41,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,部份示威者改道梳士巴利道、红_绕道向前行.,,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区梳士巴利道讯号山花园,114.178816,22.292234,0,示威暴动者
2019-12-01 17:42:23,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,警方向星光大道方向推进，在科学馆后方停下，不少在场人士大叫「香港人_路行啦，后面_路退架，要跳海架啦」,1,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区香港艺术馆,114.176899,22.290718,0,警方
2019-12-01 20:10:09,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,黑衣示威者两分钟快闪破坏元气寿司及优品360。,3,https://www.police.gov.hk,九龙半岛,油尖旺区,元气寿司及优品360,114.120383,22.365683,0,示威暴动者
2019-12-01 16:59:13,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,警方举起蓝旗，表示已设立封锁线，在场人士是参与一场非法集结。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区梳士巴利道讯号山花园,114.178816,22.292234,0,警方
2019-12-01 23:30:47,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,有一名港台记者被警方拉走截查。据悉，上一轮清场时，该港台记者与防暴警察有轻微肢体碰撞，该警察及后认出记者，遂要求其出示证明文件及搜身，随后获放行。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,油尖旺区,114.139764,22.491265,0,警方
2019-12-01 18:28:01,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,梳士巴利道花园外，全部防暴警员登上警车离去。,,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区么地道行人天桥尖沙咀置业集团有限公司,114.182339,22.294706,0,警方
2019-12-01 20:21:47,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,有指挥官开咪要求市民立即离开，否则将作武力驱散。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区吴淞大楼,114.175016,22.302763,0,警方
2019-12-01 22:10:02,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,黄埔花园有男子于平台站立，并指骂地上的防暴警，不满他们到场。防暴警以强光照射该男子。现场平台上有愈来愈多人聚集，亦有黄埔花园居民在住所大叫，抗议警方。防暴警察在黄埔号前筑防线，又要求站在对出屋苑上盖住户立即离开，并向船景街推进。,2,https://www.police.gov.hk,九龙半岛,油尖旺区,黄埔花园,114.120383,22.365683,0,示威暴动者
2019-12-01 17:14:19,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,游行主办单位指，警方已要求终止游行，仍在游行的人可继续，但不可占马路，未起步者则要解散。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,尖沙咀,114.1665,22.279561,0,警方
2019-12-01 23:21:06,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,黄埔港铁站被黑衣人纵火，据报现场曾传出爆炸声，大批防暴警到场增援，惟纵火黑衣人已离开。之后有防暴以水淋熄火种。,4,https://www.police.gov.hk,九龙半岛,油尖旺区,黄埔港铁站,114.216851,22.282416,0,示威暴动者
2019-12-01 17:25:12,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,防暴警于桥下举起黑旗，警告或放催泪弹。同一时间，大批防暴警正沿梳士巴利道向红_方向推进。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区安运道红_站,114.186116,22.300693,0,警方
2019-12-01 18:35:40,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,防暴警进入黄埔，一度举黑旗，但没有发射驱散弹。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区吴淞大楼,114.175016,22.302763,0,警方
2019-12-01 15:51:33,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,在梳士巴利利弥敦道交界，防暴警施放胡椒喷雾，驱散走出马路的人群，其后又施放胡椒球枪。部分示威者亦步出梳士巴利道近海景嘉福洲际酒店位置的马路，不少已步出马路的游行人士呼吁其他仍于原订路线即红_绕道位置市民「一齐行」，又称「好多人_紧。」现时尖东一段梳士巴利道行车线已被占领。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区梳士巴利道讯号山花园,114.178816,22.292234,0,示威暴动者
2019-12-01 17:28:45,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,在梳士巴利道的警方呼吁，今天游行已完结，在场集结人士应尽快离开，否则是参与非法集结，警方会使用适当武力。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区梳士巴利道讯号山花园,114.179199,22.292057,0,警方
2019-12-01 21:52:06,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,旺角山东街有示威者一度包围太兴茶餐厅，并破坏店铺。,2,https://www.police.gov.hk,九龙半岛,油尖旺区,旺角山东街,114.11884,22.368505,0,示威暴动者
2019-12-01 13:50:37,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,康文署宣布，由于预计在当区或会出现特殊情况，油尖旺区的香港历史博物馆、香港科学馆、香港太空馆和香港艺术馆将提早于下午六时关闭，确保场地使用者及员工的安全。署方会密切留意情况，适时公布辖下场地的安排。因应情况，同区或其他有可能受影响地区的文康设施或会于短时间内宣布提早关闭。,,https://www.police.gov.hk,香港岛,中西区,康文署,114.164552,22.278459,0,政府官员
2019-12-02 00:31:53,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,有大批警员到场。目前有数十名防暴警驻守阿皆老街十字路口。之后有消防到场灭火。,2,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区华侨商业中心,114.17457,22.317119,0,警方
2019-12-01 23:53:28,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,旺角经过大半小时的警方搜身行动，超过一百名市民被搜身。市民被搜身后逐一离开，期间警方将一名市民带走。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区旺角(地铁站)恒生旺角大厦,114.17428,22.316842,0,警方
2019-12-01 14:40:23,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,游行队伍沿雪厂街一带返回遮打花园，有人高叫「四点尖咀见」，意指呼啸大家参与下午四时于尖沙咀梳士巴利道游行至红馆的「毋忘初心大游行」。,1,https://www.police.gov.hk,香港岛,中西区,雪厂街,114.163398,22.27805,0,示威暴动者
2019-12-01 13:12:21,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,在遮打花园，出席人士先默哀一分钟，其后轮流发言，并一度唱美国国歌。,1,https://www.police.gov.hk,香港岛,中西区,遮打花园,114.160507,22.284092,0,示威暴动者
2019-12-02 01:20:25,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,阿皆老街及弥敦道十字路口有消防到场灭火。,2,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区亚皆老街294号惠丰中心,114.174615,22.316657,0,警方
2019-12-01 19:14:18,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,一批黄埔业主质疑防暴警察进入私家路，又称「无人报警呀」。不过根据法例，警方执法不受业权属性限制。,,https://www.police.gov.hk,九龙半岛,九龙城区,香港特别行政区九龙城区黄埔花园青桦苑,114.195753,22.301325,0,警方
2019-12-01 20:50:33,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,受到大肆破坏的吉野家，消防洒水系统被破坏，变成「水舞间」。,3,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区华比银行大厦,114.173701,22.31843,0,示威暴动者
2019-12-01 16:40:28,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,在弥敦道戒备的警员开始戴上防毒面具等装备。有警员要求在场人士不要挑衅警方。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区弥敦道康乐大楼(弥敦道),114.175936,22.308509,0,警方
2019-12-01 20:40:32,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,警方第三度发稿，斥责一批蒙面暴徒晚上8时许在黄埔肆意破坏，以杂物堵塞红_道、德民街等马路，又进入商店破坏里面的设施。警方警告暴徒立即停止违法行为，将会采取驱散及拘捕行动。,3,https://www.police.gov.hk,九龙半岛,九龙城区,香港特别行政区九龙城区德民街29号G2乐富楼,114.192735,22.303294,0,示威暴动者
2019-12-01 12:40:01,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,"有网民今发起「感谢美国保护香港大游行」，现时已有数百人于遮打花园聚集，大部分人手持美国旗，高呼「Sirthisway」、「Fightforfreedom,StandwithHongKong」、「ResistBeijing,LiberateHongKong」。活动主办方表示，会在遮打花园举行集会至1时30分，再起步游行至美国驻香港总领事馆。游行及集会已获不反对通知书。",,https://www.police.gov.hk,香港岛,中西区,遮打花园,114.165619,22.277395,0,示威暴动者
2019-12-01 21:05:32,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,示威者再拆毁黄埔德民街及街安街十字路口交通灯及灯箱。,2,https://www.police.gov.hk,九龙半岛,九龙城区,香港特别行政区九龙城区乐华楼,114.193313,22.303151,0,示威暴动者
